"application_date","snapshot_date","country","base_ccy","referrer","entity","server","house_name","org","application_type","kyc_status","screening_status","batch_result","received_docs","num_inbound_emails","num_inbound_calls","num_outbound_emails","num_outbound_calls","is_converted"
"2020-09-06","2020-09-06","France","EUR","referrer4","Entity3","N2","cat13","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","J10","cat9","1",,,,,,,,,,False
"2020-09-06","2020-09-06","Colombia","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Mexico","USD",,"Entity2","J10","cat4","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Complete","Batch - Processed","PASS",,,,,,True
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Argentina","USD","referrer19","Entity3","J","cat14","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Venezuela","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","K","cat5","1","Individual","Missing ID and POR","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-05","2020-08-07","Vietnam","USD","referrer7","Entity2","J10","cat2","1","Individual",,"Completed","PASS",True,,,6,3,True
"2020-09-06","2020-09-06","Ghana","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-09-06","2020-09-06","Australia","AUD",,"Entity1","S","cat6","1","Individual",,"Batch - Processed","PASS",,,,,,True
"2020-09-06","2020-09-06","Philippines","USD","referrer14","Entity2","E3","cat2","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Vietnam","USD","referrer18","Entity2","E3","cat3","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Spain","EUR","referrer5","Entity3","R01","cat10","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Missing POR","Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","Germany","EUR","referrer15","Entity3","N","cat18","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Missing ID","Batch - Reviewed","match",,,,,,False
"2020-09-06","2020-09-06","Vietnam","USD","referrer6","Entity2","E3","cat3","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Mexico","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","United Arab Emirates","USD",,"Entity1","E2","Other","1","Individual",,"Pending Review",,True,,,,,False
"2020-09-06","2020-09-06","Nigeria","GBP","referrer2","Entity4","P","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Malaysia","USD","referrer11","Entity2","J10","cat3","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-13","2020-08-18","South Africa","GBP",,"Entity4","K","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,2,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Uganda","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Pending Review",,True,,,,,False
"2020-09-06","2020-09-06","Germany","EUR","referrer15","Entity3","N","cat18","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","J10","cat9","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Ghana","USD","referrer2","Entity4","J10","cat1","1","Joint",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","K","cat5","1","Individual","Complete","Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Nigeria","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","France","EUR",,"Entity3","G","cat7","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","France","EUR","referrer4","Entity3","N2","cat13","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-05","2020-08-13","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,4,2,False
"2020-08-10","2020-08-20","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Completed","PASS",True,,,4,,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","P","cat5","1","Individual","Missing ID and POR","Batch - Processed","PASS",True,,,,,False
"2020-08-05","2020-08-20","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Ops Reviewed","match",,,,5,2,False
"2020-09-06","2020-09-06","South Africa","EUR","referrer2","Entity4","N","cat1","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","France","EUR","referrer4","Entity3","N","cat7","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","Sri Lanka","USD","unknown","Entity2","J10","cat3","1","Individual","Missing POR","Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Complete","Batch - Reviewed","match",,,,,,False
"2020-08-05","2020-08-13","Ireland","EUR","referrer5","Entity3","R01","cat5","1","Individual",,"Ops Reviewed","PASS",True,1,,5,3,False
"2020-09-06","2020-09-06","Canada","USD","referrer19",,"BR10","Other","2","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-12","2020-08-20","France","EUR","referrer4","Entity3","G","cat7","1","Individual",,"Ops Reviewed","match",True,,1,3,2,False
"2020-09-06","2020-09-06","Colombia","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-09-06","2020-09-06","South Africa","USD",,"Entity4","J10","cat1","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Vietnam","USD","referrer7","Entity2","J10","cat2","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","Vietnam","USD","referrer6","Entity2","J10","cat3","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Missing ID","Batch - Reviewed","match",True,,,,,False
"2020-09-06","2020-09-06","Nigeria","USD",,"Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","Greece","EUR","referrer11","Entity3","G","cat39","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Ghana","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Pending Review",,True,,,,,False
"2020-09-06","2020-09-06","Vietnam","USD","referrer6","Entity2","J10","cat33","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","Vietnam","USD","referrer19","Entity3","J","cat14","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Mexico","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Complete","Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Missing POR","Pending Review",,True,,,,,False
"2020-09-06","2020-09-06","Mexico","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Pending Review",,True,,,,,False
"2020-09-06","2020-09-06","Portugal","EUR","unknown","Entity3","R01","cat10","1","Individual","Missing ID and POR","Pending Review",,True,,,,,False
"2020-09-06","2020-09-06","United Kingdom","GBP","referrer19","Entity3","K","cat14","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Namibia","USD","referrer19","Entity3","J","cat14","1","Joint",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","United Kingdom","USD","unknown","Entity3","A01","cat5","1",,,,,,,,,,False
"2020-09-06","2020-09-06","Mexico","USD","referrer3","Entity2","J10","Other","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","P","cat5","1","Individual","Missing ID and POR","Pending Review",,True,,,,,False
"2020-08-16","2020-08-20","Burkina Faso","USD","referrer4","Entity3","E2","cat7","1","Individual",,"Ops Reviewed","PASS",True,,,3,2,False
"2020-09-06","2020-09-06","Pakistan","USD","referrer6","Entity2","J10","cat33","1","Individual",,"Pending Review",,,,,,,False
"2020-08-06","2020-08-11","Philippines","USD","unknown","Entity2","J10","cat2","1",,,,,,,,3,2,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Philippines","USD","unknown","Entity2","E3","cat2","1","Individual","Missing POR","Pending Review",,True,,,,,False
"2020-09-06","2020-09-06","United Arab Emirates","USD","referrer9","Entity2","J10","cat3","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","France","EUR","referrer4","Entity3","N2","cat13","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","P","cat5","1","Individual","Missing ID and POR","Pending Review",,True,,,,,False
"2020-08-06","2020-08-06","Nigeria","USD",,"Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","J10","cat9","1","Individual","Complete","Pending Review",,,,,,,False
"2020-09-06","2020-09-06","India","USD","unknown","Entity2","E3","cat2","1","Individual","Missing ID and POR","Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","United Arab Emirates","USD","referrer12","Entity2","J10","cat3","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Indonesia","USD","referrer29","Entity2","E3","cat2","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Pakistan","USD","unknown","Entity2","J10","cat3","1","Individual","Missing ID review and POR","Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","Indonesia","USD","referrer13","Entity2","E3","cat2","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","Sri Lanka","USD","unknown","Entity2","E3","cat3","1","Individual","Missing ID review and POR","Batch - Processed","PASS",True,,,,,False
"2020-08-06","2020-08-06","Ghana","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-09-06","2020-09-06","Spain","EUR","referrer3","Entity3","N","cat15","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-18","2020-08-19","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-08-13","2020-08-14","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",,,,2,,False
"2020-08-13","2020-08-14","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-09-06","2020-09-06","Brazil","USD","referrer6","Entity2","E3","cat3","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Italy","EUR","referrer16","Entity3","G","cat21","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Argentina","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Pending Review",,,,,,,False
"2020-08-06","2020-08-18","India","USD","unknown","Entity2","E8","cat2","1","Individual","Missing ID review","Batch - Processed","PASS",True,,,1,2,False
"2020-09-06","2020-09-06","Nigeria","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Pending Review",,True,,,,,False
"2020-08-06","2020-08-12","China","USD","unknown","Entity2","E8","cat8","1",,,,,,,,3,4,False
"2020-09-06","2020-09-06","Italy","EUR","referrer18","Entity3","N","cat21","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-13","2020-08-13","Colombia","USD","referrer3","Entity2","J10","cat4","1",,,,,,,,,,True
"2020-08-13","2020-08-20","China","USD","unknown","Entity1","J7","cat43","1","Individual",,"Batch - Processed","PASS",,,,4,3,False
"2020-09-06","2020-09-06","Malaysia","USD","referrer8","Entity2","J10","cat20","1","Individual",,"Pending Review",,True,,,,,False
"2020-09-06","2020-09-06","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","Cote d’Ivoire","EUR","referrer4","Entity3","N","cat7","1","Individual",,"Pending Review",,,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Pending Review",,True,,,,,False
"2020-08-13","2020-08-20","Chile","USD","referrer19","Entity3","J","cat14","1","Individual",,"Batch - Processed","PASS",,,,,1,False
"2020-08-13","2020-08-14","United Kingdom","GBP","referrer5","Entity3","P","cat5","1","Individual",,"Batch - Processed","PASS",,,,1,1,False
"2020-09-06","2020-09-06","Nigeria","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Pending Review",,True,,,,,False
"2020-08-17","2020-08-18","India","USD","unknown","Entity2","J10","cat2","1","Individual","Missing POR","Ops Reviewed","PASS",True,,,1,,False
"2020-08-13","2020-08-14","Kosovo","USD","referrer6","Entity2","E4","cat3","1","Individual",,"Batch - Processed","PASS",True,,,,1,False
"2020-08-13","2020-08-13","Argentina","USD","referrer3","Entity2","E8","cat4","1",,,,,,,,,,False
"2020-09-06","2020-09-06","Malaysia","USD","unknown","Entity2","E3","cat2","1","Individual","Missing ID","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Spain","EUR",,"Entity3","N","cat10","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Ghana","GBP","referrer2","Entity4","P","cat1","1","Individual",,"Pending Review",,,,,,,False
"2020-08-13","2020-08-14","Malawi","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",True,,,2,1,False
"2020-09-06","2020-09-06","Mexico","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Albania","USD","referrer19","Entity3","J","cat14","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Netherlands","EUR","unknown","Entity3","R01","cat10","1","Individual","Missing POR","Batch - Reviewed","match",True,,,,,False
"2020-08-17","2020-08-18","Pakistan","USD","unknown","Entity2","E8","cat3","1","Individual","Missing ID and POR","Batch - Processed","PASS",True,,,,1,False
"2020-09-06","2020-09-06","Brazil","USD","referrer6","Entity2","E3","cat3","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-09-06","2020-09-06","Brunei","USD","referrer19","Entity3","J","cat14","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-17","2020-08-18","China","USD","unknown","Entity2","E8","cat8","1","Individual","Complete","Batch - Processed","PASS",,,,3,2,False
"2020-08-17","2020-08-18","Pakistan","USD","unknown","Entity2","E8","cat3","1","Individual","Missing ID review and POR","Batch - Processed","PASS",True,,,,1,False
"2020-08-18","2020-08-20","Mexico","USD","unknown","Entity2","J10","cat4","1","Individual",,"Ops Reviewed","match",True,,,7,4,False
"2020-08-17","2020-08-18","South Africa","USD","referrer11","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-08-06","2020-08-07","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",True,,,2,1,False
"2020-08-12","2020-08-12","","HKD",,,,,,,,,,,,,,,False
"2020-08-12","2020-08-12","","HKD",,,,,,,,,,,,,,,False
"2020-08-12","2020-08-12","","USD",,,,,"1",,,,,,,,,,False
"2020-08-17","2020-08-18","Belgium","EUR","unknown","Entity3","N","cat10","1","Individual",,"Completed","PASS",True,,,2,1,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","K","cat5","1","Individual","Missing ID and POR","Batch - Processed","PASS",,,,,,False
"2020-08-06","2020-08-06","","HKD",,,,,,,,,,,,,,,False
"2020-08-06","2020-08-06","","USD",,,,,,,,,,,,,,,False
"2020-08-17","2020-08-18","India","USD","unknown","Entity2","E8","cat2","1","Individual","Missing ID","Batch - Processed","PASS",,,,,1,False
"2020-08-12","2020-08-12","","HKD",,,,,,,,,,,,,,,False
"2020-08-12","2020-08-12","","HKD",,,,,,,,,,,,,,,False
"2020-08-12","2020-08-12","","HKD",,,,,,,,,,,,,,,False
"2020-08-12","2020-08-12","","HKD",,,,,,,,,,,,,,,False
"2020-09-06","2020-09-06","Argentina","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","K","cat5","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Vietnam","USD",,"Entity2","E3","cat3","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","United Arab Emirates","USD","referrer9","Entity2","J10","cat3","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-06","2020-08-06","","HKD",,,,,,,,,,,,,,,False
"2020-08-06","2020-08-06","","HKD",,,,,,,,,,,,,,,False
"2020-08-06","2020-08-06","","HKD",,,,,,,,,,,,,,,False
"2020-08-06","2020-08-06","","HKD",,,,,,,,,,,,,,,False
"2020-08-06","2020-08-06","","USD",,,,,,,,,,,,,,,False
"2020-08-30","2020-08-30","France","EUR","referrer4","Entity3","N2","cat13","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","India","USD","unknown","Entity2","J10","cat2","1","Individual","Missing ID","Pending Review",,True,,,,,False
"2020-08-17","2020-08-18","Belgium","EUR","referrer4","Entity3","N","cat7","1","Individual",,"Completed","match",True,,,2,1,False
"2020-09-06","2020-09-06","Burkina Faso","EUR","referrer4","Entity3","G","cat7","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-09-06","2020-09-06","France","EUR","referrer4","Entity3","N","cat7","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","France","EUR",,"Entity3","G","cat7","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Cameroon","USD","unknown","Entity2","J10","cat3","1","Individual","Missing ID","Batch - Processed","PASS",True,,,,,False
"2020-08-06","2020-08-06","","USD",,,,,"1",,,,,,,,,,False
"2020-08-06","2020-08-06","","USD",,,,,"1",,,,,,,,,,False
"2020-08-06","2020-08-06","","USD",,,,,"1",,,,,,,,,,False
"2020-09-06","2020-09-06","France","EUR","referrer4","Entity3","N","cat7","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Missing ID","Pending Review",,,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Missing ID","Pending Review",,,,,,,False
"2020-08-12","2020-08-18","Kuwait","USD","referrer12","Entity2","J10","Other","1","Individual",,"Batch - Processed","PASS",,,,10,4,False
"2020-09-06","2020-09-06","Taiwan","USD",,"Entity2","E8","cat12","1","Individual",,"Pending Review",,True,,,,,True
"2020-08-17","2020-08-18","China","USD","unknown","Entity2","J10","cat11","1","Individual","Complete","Ops Reviewed","match",,,,2,4,True
"2020-08-13","2020-08-13","Australia","USD","unknown","Entity1","J7","cat6","1","Individual","Complete","Batch - Processed","PASS",,,,,,True
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","K","cat5","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-08-17","2020-08-18","China","USD","unknown","Entity2","J10","cat11","1","Individual","Complete","Pending Review",,,,,2,4,True
"2020-09-06","2020-09-06","South Africa","USD","referrer19","Entity4","T","cat27","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","China","USD",,"Entity1","J7","cat32","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-11","2020-08-25","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Missing ID","Batch - Processed","PASS",,1,,1,,False
"2020-09-06","2020-09-06","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Australia","AUD","unknown","Entity1","S","cat6","1","Individual","Missing ID","Pending Review",,,,,,,False
"2020-08-18","2020-08-19","Argentina","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-09-06","2020-09-06","Argentina","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Pending Review",,True,,,,,False
"2020-08-12","2020-08-14","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Missing POR","Batch - Processed","PASS",,,,2,2,False
"2020-08-14","2020-08-18","Canada","USD","referrer10",,"BR10","cat17","2","Individual",,"Ops Reviewed","PASS",True,,,,2,True
"2020-08-18","2020-08-18","Brazil","USD",,"Entity2","J10","cat3","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-12","2020-08-12","","USD","unknown",,"Z2","Other","1",,,,,,,,,,False
"2020-09-06","2020-09-06","Nigeria","USD",,"Entity3","A01","cat10","1","Individual",,"Pending Review",,,,,,,False
"2020-08-17","2020-08-18","China","USD","unknown","Entity2","E8","cat8","1","Individual","Complete","Completed","match",,,,1,1,False
"2020-08-17","2020-08-18","China","USD","unknown","Entity2","E8","cat8","1","Individual","Complete","Completed","PASS",True,3,,7,3,True
"2020-08-17","2020-08-18","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-09-06","2020-09-06","Ireland","EUR","unknown","Entity3","R01","cat5","1","Individual","Missing ID and POR","Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","E2","cat1","1","Joint",,"Batch - Processed","PASS",,,,,,False
"2020-08-13","2020-08-13","China","USD","unknown","Entity2","J10","cat9","1","Individual","Missing ID","Batch - Reviewed","match",,,,,1,False
"2020-09-06","2020-09-06","Ireland","GBP","unknown","Entity3","P","cat5","1","Individual","Missing ID and POR","Batch - Processed","PASS",,,,,,False
"2020-08-13","2020-08-13","Malaysia","USD","referrer8","Entity2","J10","cat20","1","Individual",,"Batch - Processed","PASS",True,,,1,1,True
"2020-09-06","2020-09-06","Venezuela","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Australia","AUD","unknown","Entity1","S","cat6","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","J10","cat9","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Cameroon","USD","unknown","Entity2","E3","cat3","1","Individual","Missing ID","Batch - Processed","PASS",,,,,,False
"2020-08-13","2020-08-20","Argentina","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Completed","PASS",True,,,18,7,False
"2020-09-06","2020-09-06","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-12","2020-08-13","Indonesia","USD","referrer13","Entity2","E8","cat2","1","Individual",,"Ops Reviewed","match",True,,,9,1,False
"2020-09-06","2020-09-06","Switzerland","USD",,"Entity3","E2","cat7","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-09-06","2020-09-06","Australia","AUD","unknown","Entity1","S","cat6","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-08-12","2020-08-13","France","EUR","referrer4","Entity3","N2","cat13","1","Individual",,"Ops Reviewed","match",True,,,7,1,False
"2020-08-12","2020-08-13","France","USD",,"Entity3","E2","cat7","1","Individual",,"Ops Reviewed","match",,,,3,1,False
"2020-09-06","2020-09-06","Algeria","USD","referrer19","Entity3","J","cat14","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Spain","USD","referrer3","Entity3","J5","cat15","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-02","2020-08-04","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,1,1,False
"2020-09-06","2020-09-06","Belgium","EUR","unknown","Entity3","R01","cat10","1","Individual","Missing ID review and POR","Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","K","cat5","1","Individual","Complete","Batch - Processed","PASS",,,,,,True
"2020-08-07","2020-08-13","China","USD","referrer30","Entity2","J10","cat28","1",,,,,,,,15,5,True
"2020-09-06","2020-09-06","China","USD","unknown","Entity2","E3","cat9","1","Individual","Missing ID","Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","France","EUR","referrer4","Entity3","N","cat7","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","Vietnam","USD","referrer7","Entity2","E3","cat2","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-17","2020-08-18","Ireland","USD","referrer5","Entity3","E7","cat5","1","Individual",,"Batch - Processed","PASS",,,,2,2,False
"2020-09-06","2020-09-06","United Kingdom","GBP","unknown","Entity3","P","cat5","1","Individual","Missing ID and POR","Batch - Processed","PASS",True,,,,,False
"2020-09-06","2020-09-06","Venezuela","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-06","2020-09-06","South Africa","USD","referrer2","Entity4","E2","cat1","1","Joint",,"Pending Review",,,,,,,False
