"application_date","snapshot_date","country","base_ccy","referrer","entity","server","house_name","org","application_type","kyc_status","screening_status","batch_result","received_docs","num_inbound_emails","num_inbound_calls","num_outbound_emails","num_outbound_calls","is_converted"
"2020-08-23","2020-08-27","Egypt","USD","referrer12","Entity2","E3","cat16","1","Individual",,"Completed","PASS",True,,,2,1,False
"2020-09-08","2020-09-08","Norway","EUR","unknown","Entity3","R01","cat10","1",,,,,,,,,,False
"2020-08-11","2020-08-11","China","USD","referrer21","Entity1","E8","Other","1","Individual",,"Ops Reviewed","PASS",,,,3,2,True
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-09-08","2020-09-08","United Kingdom","GBP","unknown","Entity3","P","cat5","1",,,,,,,,,,False
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-09-21","2020-09-21","France","EUR","referrer4","Entity3","N2","cat13","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-24","2020-08-24","United Arab Emirates","USD","referrer9","Entity2","E8","Other","1",,,,,,,,4,1,False
"2020-09-29","2020-09-29","United Kingdom","GBP","referrer5","Entity3","K","Other","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-08-17","2020-08-17","China","USD","unknown","Entity2","J10","cat9","1","Individual","Complete","Completed","PASS",True,,,5,2,True
"2020-08-17","2020-08-17","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Missing ID","Pending Review",,,,,1,1,False
"2020-08-09","2020-08-20","South Africa","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Ops Reviewed","PASS",True,4,,7,3,False
"2020-08-17","2020-08-17","Bahamas","USD","unknown","Entity2","J10","cat3","1","Individual","Complete","Completed","PASS",True,,,2,1,True
"2020-08-07","2020-08-14","France","EUR",,"Entity3","G","cat7","1","Individual",,"Batch - Processed","PASS",,,,2,2,False
"2020-08-24","2020-08-24","Malaysia","USD","referrer8","Entity2","E3","cat2","1","Individual",,"Completed","match",True,,,,,True
"2020-08-24","2020-08-24","China","USD","unknown","Entity2","E3","cat25","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-24","2020-08-24","Brazil","USD","referrer6","Entity2","E3","cat3","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-17","2020-08-17","China","USD","unknown","Entity2","E8","cat8","1","Individual",,"Batch - Processed","PASS",,1,3,4,4,True
"2020-08-24","2020-08-31","Cambodia","USD","unknown","Entity2","E3","cat3","1","Individual","Missing POR","Ops Reviewed","PASS",True,,,1,,False
"2020-08-17","2020-08-17","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-08-02","2020-08-14","Spain","EUR","referrer3","Entity3","N","cat15","1","Individual",,"Batch - Processed","PASS",,,,4,4,False
"2020-09-21","2020-09-21","China","USD","unknown","Entity2","E3","cat9","1","Individual","Complete","Completed","PASS",True,,,,,False
"2020-09-28","2020-09-28","France","EUR","referrer4","Entity3","N","cat7","1","Individual",,"Rejected","PASS",True,,,,,False
"2020-08-17","2020-08-17","China","USD",,"Entity2","E3","Other","1","Individual",,"Ops Reviewed","match",,,,1,,False
"2020-08-17","2020-08-20","Canada","CAD","referrer10",,"U2","Other","2","Individual",,"Batch - Processed","PASS",,,,2,3,False
"2020-08-04","2020-08-13","United Arab Emirates","USD","referrer9","Entity2","E4","cat3","1","Individual",,"Completed","PASS",True,,,6,5,False
"2020-08-17","2020-08-18","Australia","AUD","unknown","Entity1","S","cat6","1","Individual","Complete","Batch - Processed","PASS",,,,1,2,False
"2020-08-17","2020-08-17","Nepal","USD","unknown","Entity2","E8","cat3","1",,,,,,,,,1,False
"2020-08-17","2020-08-17","Greece","EUR","referrer20","Entity3","G","cat39","1","Individual",,"Ops Reviewed","PASS",,,,,,False
"2020-08-04","2020-08-07","Norway","USD","referrer19","Entity3","J","cat23","1","Individual",,"Ops Reviewed","match",,,,1,1,False
"2020-08-24","2020-08-24","Ghana","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","Ghana","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-17","2020-08-17","Taiwan","USD","unknown","Entity2","J10","Other","1","Individual","Missing ID and POR","Ops Reviewed","match",True,,,5,1,False
"2020-08-17","2020-08-17","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Joint",,"Batch - Processed","PASS",,,,2,,False
"2020-08-30","2020-08-30","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","China","USD","unknown","Entity1","J7","cat43","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","United Kingdom","GBP","unknown","Entity3","K","cat5","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-08-06","2020-08-18","United Kingdom","GBP","referrer5","Entity3","P","cat5","1","Individual",,"Completed","PASS",True,,,7,3,False
"2020-08-17","2020-08-18","Burkina Faso","EUR",,"Entity3","G","cat7","1","Individual",,"Batch - Processed","PASS",True,,,1,1,False
"2020-08-17","2020-08-17","Czech Republic","EUR",,"Entity3","N","cat10","1","Individual",,"Batch - Reviewed","match",True,,,,1,False
"2020-08-17","2020-08-18","Burkina Faso","USD",,"Entity2","J10","cat3","1","Individual",,"Batch - Processed","PASS",,,,1,1,False
"2020-08-17","2020-08-18","Germany","EUR","referrer15","Entity3","G","cat18","1","Individual",,"Batch - Processed","PASS",,,,1,3,False
"2020-08-30","2020-08-30","India","USD","referrer9","Entity2","J10","Other","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-24","2020-08-24","China","USD","unknown","Entity2","J10","cat11","1","Individual","Complete","Ops Reviewed","match",,,,,,False
"2020-08-07","2020-08-07","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-08-17","2020-08-17","China","USD","unknown","Entity2","E8","cat19","1","Individual",,"Batch - Processed","PASS",,,,,,True
"2020-08-17","2020-08-19","Vietnam","USD","referrer7","Entity2","E3","cat2","1","Individual",,"Completed","PASS",True,,,1,,False
"2020-08-07","2020-08-07","South Africa","GBP","referrer2","Entity4","P","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-08-24","2020-08-24","Vietnam","USD","referrer7","Entity2","E3","cat2","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-17","2020-08-18","Pakistan","USD","unknown","Entity2","J10","cat3","1","Individual","Missing ID review and POR","Batch - Reviewed","match",True,,,,1,False
"2020-08-24","2020-08-24","India","USD","unknown","Entity2","J10","cat2","1",,,,,,,,,,False
"2020-08-17","2020-08-17","Uganda","USD",,"Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-08-07","2020-08-20","Philippines","USD","unknown","Entity2","E8","cat2","1","Individual","Complete","Completed","PASS",True,,,6,3,False
"2020-08-17","2020-08-18","China","USD","unknown","Entity2","E8","cat24","1","Individual","Complete","Completed","PASS",,,,8,2,True
"2020-08-17","2020-08-18","Indonesia","USD","referrer13","Entity2","E3","cat2","1","Individual",,"Completed","PASS",True,,,1,,False
"2020-08-24","2020-08-24","China","USD","unknown","Entity2","E3","cat25","1","Individual",,"Batch - Processed","PASS",True,,,,,True
"2020-08-24","2020-08-24","China","USD","unknown","Entity2","E3","cat8","1","Individual","Complete","Batch - Processed","PASS",,,,,,False
"2020-08-17","2020-08-18","Netherlands","EUR","referrer5","Entity3","N","cat10","1","Joint",,"Ops Reviewed","match",True,,,2,1,False
"2020-08-17","2020-08-18","Burkina Faso","USD","referrer4","Entity3","E2","cat7","1","Individual",,"Batch - Processed","PASS",True,,,1,1,False
"2020-08-04","2020-08-20","India","USD","unknown","Entity2","E8","cat2","1","Individual","Complete","Completed","PASS",True,,,1,5,False
"2020-08-18","2020-08-19","Vietnam","USD","referrer7","Entity2","E3","cat2","1","Individual",,"Batch - Processed","PASS",True,,,2,1,False
"2020-08-18","2020-08-19","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Missing ID","Batch - Processed","PASS",,,,1,1,False
"2020-08-24","2020-08-24","Pakistan","USD","unknown","Entity2","E3","cat3","1","Individual","Missing ID and POR","Batch - Processed","PASS",,,,,,False
"2020-08-07","2020-08-10","China","USD","unknown","Entity2","E8","cat8","1","Individual","Complete","Batch - Processed","PASS",,1,,2,3,True
"2020-08-07","2020-08-20","Canada","USD","referrer10",,"BR10","cat17","2","Individual",,"Batch - Processed","PASS",,,,4,5,False
"2020-09-13","2020-09-13","India","USD","unknown","Entity2","J10","cat2","1","Individual","Missing ID review","Batch - Processed","PASS",True,,,,,False
"2020-09-08","2020-09-08","China","USD","unknown","Entity2","E8","Other","1","Individual",,"Completed","PASS",,,,,,False
"2020-08-24","2020-08-24","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-08-24","2020-08-24","Cameroon","USD","unknown","Entity2","E3","cat3","1",,,,,,,,,,False
"2020-08-28","2020-08-28","China","USD","unknown","Entity2","J10","cat9","1","Individual","Missing ID","Rejected","match",,,,,,False
"2020-08-24","2020-08-24","Tanzania","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-08-24","2020-08-24","Israel","USD","referrer17",,"E5","cat22","3",,,,,,,,,,False
"2020-08-24","2020-08-24","Lithuania","EUR","unknown","Entity3","N","cat10","1","Individual","Missing ID and POR","Pending Review",,,,,,,False
"2020-08-24","2020-08-24","","USD",,,,,"1",,,,,,,,,,False
"2020-08-07","2020-08-12","Algeria","EUR","referrer4","Entity3","G","cat7","1","Individual",,"Batch - Processed","PASS",,,,2,2,False
"2020-08-17","2020-08-18","Canada","USD","referrer10",,"BR10","cat17","2","Individual",,"Batch - Processed","PASS",,,,1,2,False
"2020-08-06","2020-08-17","United Kingdom","GBP","referrer5","Entity3","P","cat5","1","Individual",,"Ops Reviewed","PASS",,,,8,3,False
"2020-08-24","2020-08-24","Argentina","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-09","2020-08-13","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Completed","PASS",True,1,,4,2,False
"2020-08-17","2020-08-19","India","USD","unknown","Entity2","E8","cat2","1","Individual","Complete","Completed","match",True,,,1,1,False
"2020-08-06","2020-08-17","United Kingdom","GBP","referrer5","Entity3","K","cat5","1","Individual",,"Batch - Processed","PASS",,,,1,1,False
"2020-08-09","2020-08-11","Nigeria","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Ops Reviewed","PASS",True,,,3,1,False
"2020-08-09","2020-08-18","South Africa","GBP","referrer2","Entity4","K","cat1","1","Individual",,"Batch - Processed","PASS",,,,4,3,False
"2020-08-03","2020-08-17","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Ops Reviewed","match",,,,6,3,False
"2020-08-06","2020-08-17","United Kingdom","GBP","referrer5","Entity3","K","Other","1","Individual",,"Completed","PASS",,,,5,1,False
"2020-08-06","2020-08-17","Australia","AUD","unknown","Entity1","F","cat6","1",,,,,,,,3,4,False
"2020-08-09","2020-08-19","United Kingdom","GBP","referrer5","Entity3","P","cat5","1","Individual",,"Batch - Processed","PASS",,,,1,1,False
"2020-08-09","2020-08-19","South Africa","USD","referrer2","Entity4","E2","cat1","1",,,,,,,,3,3,False
"2020-09-01","2020-09-01","Lesotho","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","Mexico","USD","unknown","Entity1","J7","cat35","1","Individual",,"Ops Reviewed","PASS",,,,,,False
"2020-08-24","2020-08-24","France","EUR",,"Entity3","G","cat7","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-09-01","2020-09-01","Nigeria","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-01","2020-09-01","Mozambique","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-01","2020-09-01","Mongolia","USD","unknown","Entity2","E3","cat3","1","Individual","Missing ID review","Batch - Processed","PASS",True,,,,,False
"2020-08-09","2020-08-11","South Africa","USD",,"Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,1,1,False
"2020-08-09","2020-08-11","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",True,,,2,,False
"2020-09-01","2020-09-01","Zambia","USD","referrer19","Entity4","T","cat27","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-24","2020-08-24","Algeria","USD","unknown","Entity2","J10","cat3","1","Individual","Missing ID","Batch - Processed","PASS",,,,,,False
"2020-09-01","2020-09-01","France","EUR","referrer4","Entity3","N","cat7","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-24","2020-08-24","Malaysia","USD","unknown","Entity2","J10","cat20","1","Individual",,"Completed","PASS",,,,,,False
"2020-08-24","2020-08-24","Malaysia","USD",,"Entity2","E3","cat3","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-24","2020-08-24","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-08-24","2020-08-24","China","USD","unknown","Entity2","J10","cat11","1","Individual","Complete","Ops Reviewed","match",,,,,,False
"2020-08-24","2020-08-24","South Africa","EUR","unknown","Entity4","R01","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-28","2020-08-28","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-09","2020-08-20","South Africa","GBP","referrer2","Entity4","K","cat1","1","Individual",,"Ops Reviewed","PASS",True,,,5,2,False
"2020-08-24","2020-08-24","Switzerland","CHF","referrer4","Entity3","V01","cat7","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-04","2020-08-20","China","USD","unknown","Entity2","E8","cat8","1","Individual","Complete","Batch - Processed","PASS",,1,,8,5,False
"2020-08-24","2020-08-24","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-03","2020-08-20","Lebanon","USD","referrer12","Entity2","J10","cat16","1","Individual",,"Ops Reviewed","match",,,,7,6,False
"2020-08-16","2020-08-18","India","USD","unknown","Entity2","J10","cat2","1","Individual","Missing ID and POR","Ops Reviewed","PASS",True,,,1,1,False
"2020-08-09","2020-08-12","Ghana","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Ops Reviewed","PASS",True,,,4,2,False
"2020-08-16","2020-08-17","China","USD","unknown","Entity2","E8","cat8","1","Individual","Complete","Completed","match",True,,,2,1,True
"2020-08-24","2020-08-24","Spain","EUR","referrer5","Entity3","N","cat10","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","Spain","EUR","referrer5","Entity3","R01","cat10","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-04","2020-08-07","Australia","AUD","unknown","Entity1","S","cat6","1","Individual","Missing POR","Batch - Processed","PASS",True,,,5,1,True
"2020-08-24","2020-08-24","Philippines","USD","referrer14","Entity2","J10","cat2","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","United Kingdom","GBP","unknown","Entity3","K","cat5","1","Individual","Complete","Ops Reviewed","match",,,,,,False
"2020-08-09","2020-08-11","India","USD","unknown","Entity3","J5","cat26","1","Joint",,"Completed","PASS",True,,,2,1,True
"2020-08-16","2020-08-17","Pakistan","USD",,"Entity3","J5","cat26","1","Individual",,"Batch - Processed","PASS",,,,,1,False
"2020-08-24","2020-08-24","Philippines","USD","referrer14","Entity2","J10","cat2","1","Joint",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","Vietnam","USD","referrer6","Entity2","E3","cat3","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-24","2020-08-24","China","USD",,"Entity2","J10","cat9","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-16","2020-08-18","China","USD","unknown","Entity2","E8","cat8","1","Individual","Complete","Batch - Processed","PASS",,,,3,2,False
"2020-08-16","2020-08-17","India","USD","unknown","Entity2","E8","cat2","1","Individual","Missing ID","Ops Reviewed","PASS",True,,,1,1,False
"2020-08-16","2020-08-17","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-08-24","2020-08-24","India","USD",,"Entity2","J10","cat2","1",,,,,,,,,,False
"2020-08-24","2020-08-24","","GBP",,,,,"1",,,,,,,,,,False
"2020-08-09","2020-08-19","United Kingdom","GBP","referrer5","Entity3","K","Other","1",,,,,,,,2,1,False
"2020-08-24","2020-08-28","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,2,,4,1,False
"2020-08-28","2020-08-28","Romania","USD","unknown","Entity3","A01","cat10","1",,,,,,,,,,True
"2020-08-24","2020-08-24","Venezuela","USD","referrer3","Entity2","E3","cat4","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","Colombia","USD","referrer3","Entity2","J10","cat4","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-05","2020-08-17","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Ops Reviewed","match",,,,7,4,False
"2020-08-24","2020-08-24","China","USD",,"Entity2","J10","cat3","1",,,,,,,,,,False
"2020-08-06","2020-08-31","Nigeria","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Reviewed","match",True,,,5,,False
"2020-08-24","2020-08-24","China","USD","unknown","Entity2","E8","cat8","1",,,,,,,,,,False
"2020-08-16","2020-08-17","Lesotho","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-09-21","2020-09-21","Indonesia","USD","referrer29","Entity2","E3","cat2","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-16","2020-08-20","Palestinian Territory, Occupied","USD","referrer12","Entity2","E3","cat16","1","Individual",,"Completed","PASS",True,,,4,3,False
"2020-09-21","2020-09-21","Cameroon","USD","unknown","Entity2","E3","cat3","1","Individual","Missing ID","Pending Review",,True,,,,,False
"2020-08-06","2020-08-07","Australia","AUD","unknown","Entity1","S","cat6","1","Individual","Complete","Completed","match",True,,,3,1,False
"2020-08-19","2020-08-19","Vietnam","USD","referrer6","Entity2","E3","cat3","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-21","2020-09-21","Brazil","USD","referrer6","Entity2","E3","cat3","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-08","2020-09-08","Italy","EUR","referrer16","Entity3","G","cat21","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-09-21","2020-09-21","Pakistan","USD","unknown","Entity2","J10","cat3","1",,,,,,,,,,False
"2020-09-21","2020-09-21","Botswana","USD",,"Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-21","2020-09-21","Nigeria","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-16","2020-08-18","United Kingdom","GBP","referrer5","Entity3","K","cat5","1","Individual",,"Batch - Processed","PASS",,,1,2,1,False
"2020-08-07","2020-08-07","South Africa","USD","referrer2","Entity4","E2","cat1","1","Joint",,"Batch - Processed","PASS",,,,2,,False
"2020-09-21","2020-09-21","Togo","USD",,"Entity2","J10","cat3","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-21","2020-09-21","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-09-21","2020-09-21","Pakistan","USD","unknown","Entity2","J10","cat3","1",,,,,,,,,,False
"2020-08-07","2020-08-11","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,2,1,False
"2020-09-08","2020-09-08","Venezuela","USD",,"Entity2","J10","cat4","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-07","2020-08-10","China","USD","unknown","Entity2","J10","cat11","1",,,,,,,,4,4,True
"2020-08-07","2020-08-18","China","USD","unknown","Entity2","E8","Other","1","Individual",,"Completed","PASS",True,,,2,,True
"2020-09-21","2020-09-21","","USD",,,,,"1",,,,,,,,,,False
"2020-08-07","2020-08-10","China","USD","unknown","Entity2","E8","cat24","1","Individual","Complete","Batch - Processed","PASS",,,,4,4,True
"2020-09-08","2020-09-08","Australia","AUD","unknown","Entity1","F","cat6","1","Individual","Missing POR","Ops Reviewed","PASS",True,,,,,True
"2020-08-17","2020-08-20","Argentina","USD","unknown","Entity1","J7","cat35","1","Individual",,"Ops Reviewed","match",,,,5,3,False
"2020-09-21","2020-09-21","","USD",,,,,"1",,,,,,,,,,False
"2020-09-08","2020-09-08","South Africa","USD","referrer2","Entity4","E2","cat1","1","Joint",,"Batch - Processed","PASS",,,,,,False
"2020-09-21","2020-09-21","","AUD",,,,,"1",,,,,,,,,,False
"2020-09-08","2020-09-08","Ghana","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-21","2020-09-21","","USD",,,,,"1",,,,,,,,,,False
"2020-09-21","2020-09-21","","USD",,,,,"1",,,,,,,,,,False
"2020-08-07","2020-08-11","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Processed","PASS",,,,1,1,False
"2020-09-08","2020-09-08","Croatia","EUR","unknown","Entity3","R01","cat10","1","Individual","Missing ID and POR","Batch - Processed","PASS",,,,,,False
"2020-09-08","2020-09-08","United Kingdom","GBP","unknown","Entity3","K","cat5","1",,,,,,,,,,False
"2020-09-21","2020-09-21","Argentina","USD","referrer3","Entity2","E8","cat4","1",,,,,,,,,,False
"2020-08-17","2020-08-19","Saudi Arabia","USD","referrer12","Entity2","J10","cat16","1","Joint",,"Batch - Processed","PASS",,,,3,3,False
"2020-09-08","2020-09-08","","EUR",,,,,"1",,,,,,,,,,False
"2020-08-07","2020-08-07","Philippines","USD","unknown","Entity2","J10","cat2","1",,,,,,,,,1,False
"2020-09-08","2020-09-08","Nigeria","USD","referrer5","Entity3","A01","cat10","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-08","2020-09-08","","JPY",,,,,"1",,,,,,,,,,False
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-08-07","2020-08-18","Australia","AUD","unknown","Entity1","S","cat6","1","Individual","Complete","Batch - Processed","PASS",,,,3,2,False
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-09-08","2020-09-08","","USD",,,,,"1",,,,,,,,,,False
"2020-08-07","2020-08-18","Morocco","USD","unknown","Entity2","J10","cat3","1","Individual",,"Batch - Processed","PASS",True,,,2,3,False
"2020-09-14","2020-09-14","Morocco","USD","unknown","Entity2","E3","cat3","1",,,,,,,,,,False
"2020-08-07","2020-08-07","Brazil","USD","referrer6","Entity2","E4","cat3","1","Joint",,"Batch - Reviewed","match",,,,,,False
"2020-08-17","2020-08-20","Malaysia","USD","referrer8","Entity2","E3","cat2","1","Individual",,"Completed","PASS",True,,,5,1,False
"2020-09-01","2020-09-01","","USD",,,,,"1",,,,,,,,,,False
"2020-08-07","2020-08-18","Djibouti","USD","referrer6","Entity2","E4","cat3","1","Individual",,"Ops Reviewed","PASS",True,4,,8,2,False
"2020-09-01","2020-09-01","","USD",,,,,"1",,,,,,,,,,False
"2020-09-01","2020-09-01","United Kingdom","GBP","unknown","Entity3","P","cat5","1",,,,,,,,,,False
"2020-08-17","2020-08-17","China","USD","unknown","Entity2","E8","cat19","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-09-01","2020-09-01","","USD",,,,,"1",,,,,,,,,,False
"2020-09-01","2020-09-01","","GBP",,,,,"1",,,,,,,,,,False
"2020-08-17","2020-08-17","China","USD","unknown","Entity2","E8","cat19","1","Individual",,"Batch - Processed","PASS",,,,,,True
"2020-08-07","2020-08-10","Sri Lanka","USD","referrer19","Entity3","J","cat14","1","Individual",,"Batch - Processed","PASS",,,,,1,False
"2020-08-17","2020-08-18","China","USD","unknown","Entity2","E8","cat24","1","Individual","Complete","Completed","PASS",True,,,3,1,False
"2020-08-17","2020-08-19","Australia","AUD","unknown","Entity1","S","cat6","1","Individual","Complete","Completed","PASS",,,,2,1,False
"2020-08-07","2020-08-12","Greece","EUR","referrer20","Entity3","G","cat39","1","Individual",,"Completed","PASS",True,,,1,,False
"2020-08-09","2020-08-12","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Completed","PASS",True,,,5,1,False
"2020-08-17","2020-08-18","Vietnam","USD","referrer7","Entity2","J10","cat2","1","Individual",,"Ops Reviewed","PASS",True,,,2,,False
"2020-08-17","2020-08-17","Nigeria","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-17","2020-08-18","China","USD","unknown","Entity2","J10","cat11","1","Individual","Complete","Batch - Processed","PASS",,,,5,1,False
"2020-08-17","2020-08-17","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Batch - Reviewed","match",,,,,,False
"2020-09-08","2020-09-08","China","USD","unknown","Entity2","E3","cat9","1",,,,,,,,,,False
"2020-08-17","2020-08-17","South Africa","USD","referrer2","Entity4","J10","cat1","1","Joint",,"Batch - Reviewed","match",,,,,,False
"2020-09-21","2020-09-21","France","EUR","referrer11","Entity3","G","cat7","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-09","2020-08-13","South Africa","USD","referrer2","Entity4","E2","cat1","1","Individual",,"Ops Reviewed","PASS",True,,,5,2,False
"2020-08-24","2020-08-24","Zambia","USD","referrer2","Entity4","J10","cat1","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-24","2020-08-24","Cameroon","EUR","referrer4","Entity3","G","cat7","1","Individual",,"Batch - Processed","PASS",,,,,,False
"2020-08-09","2020-08-18","Canada","USD","referrer10",,"BR10","cat17","2","Individual",,"Batch - Processed","PASS",,,,4,4,False
"2020-08-03","2020-08-07","Spain","EUR","referrer3","Entity3","N","cat15","1","Individual",,"Ops Reviewed","match",True,,,6,4,False
"2020-08-17","2020-08-17","Kiribati","USD","unknown","Entity2","J10","cat3","1",,,,,,,,,,False
"2020-08-24","2020-08-24","Argentina","USD",,"Entity3","J","cat14","1","Individual",,"Batch - Reviewed","match",True,,,,,False
"2020-08-24","2020-08-24","Thailand","USD","unknown","Entity2","E3","cat2","1",,,,,,,,,,False
"2020-08-24","2020-08-24","","USD","unknown","Entity2","E3","cat2","1",,,,,,,,,,False
"2020-08-24","2020-08-24","South Africa","GBP","referrer2","Entity4","P","cat1","1","Individual",,"Batch - Processed","PASS",True,,,,,False
"2020-08-09","2020-08-20","South Africa","USD","referrer19","Entity4","T","Other","1","Individual",,"Completed","PASS",,,,4,4,False
"2020-08-24","2020-08-24","United Kingdom","GBP","unknown","Entity3","P","cat5","1","Individual","Complete","Pending Review",,,,,,,False
